0.0001140,0.0000439,-0.0000322,0.0001083,0.0000504,0.0000297,0.0000442,0.0000452,0.0000567,0.0001156,0.0000630,0.0000726,0.0000339,0.0000285,0.0002339,0.0000223,-0.0000612,0.0000656,0.0009056,0.0000492,0.0000917,0.0000297,0.0001011,0.0001191,0.0001809,0.0001462,0.0000241,0.0001462,0.0000618,0.0001107
0.0000895,0.0000108,-0.0000115,0.0000577,-0.0000020,0.0000841,0.0000718,0.0000134,0.0000242,0.0000086,0.0000501,0.0000163,-0.0000255,0.0000374,0.0001144,0.0000326,0.0000205,0.0000051,0.0000492,0.0006430,0.0000902,0.0000231,0.0000269,0.0000206,0.0000892,0.0000404,0.0000193,0.0000404,0.0000582,0.0001087
0.0001328,0.0000210,0.0000396,0.0001060,0.0000202,0.0000800,0.0000550,0.0000833,0.0001646,0.0001467,0.0000769,0.0001300,0.0000347,0.0001405,0.0002639,0.0000986,-0.0000317,0.0000978,0.0000917,0.0000902,0.0009607,0.0000641,0.0001152,0.0001399,0.0001899,0.0001340,0.0000728,0.0001340,0.0001495,0.0006743
0.0001179,-0.0000299,0.0000418,0.0001472,0.0000003,0.0000453,0.0000723,0.0000594,0.0000915,0.0001465,0.0001031,0.0001458,0.0001557,0.0001127,0.0002027,0.0000720,0.0000329,0.0001221,0.0000297,0.0000231,0.0000641,0.0003581,0.0001218,0.0001205,0.0000929,0.0001532,0.0000427,0.0001532,0.0000930,0.0001368
0.0001483,0.0000274,0.0000120,0.0000953,-0.0000150,0.0000711,0.0000347,0.0000326,0.0000413,0.0001131,0.0000658,0.0000977,0.0000824,0.0001119,0.0003178,0.0000043,-0.0000285,0.0000687,0.0001011,0.0000269,0.0001152,0.0001218,0.0005284,0.0001234,0.0001383,0.0001081,0.0000756,0.0001081,0.0000828,0.0001151
0.0001160,0.0000087,0.0000167,0.0001711,0.0000117,0.0000909,0.0000380,0.0000465,0.0000475,0.0001714,0.0000929,0.0001427,0.0000565,0.0001873,0.0002230,0.0000774,-0.0000055,0.0001192,0.0001191,0.0000206,0.0001399,0.0001205,0.0001234,0.0003588,0.0001765,0.0001706,0.0000077,0.0001706,0.0001399,0.0001647
0.0002032,0.0000306,0.0000005,0.0001436,0.0001003,0.0001131,0.0000885,0.0000816,0.0001007,0.0001837,0.0001114,0.0001482,0.0000453,0.0001852,0.0003224,0.0000494,-0.0000064,0.0000537,0.0001809,0.0000892,0.0001899,0.0000929,0.0001383,0.0001765,0.0007303,0.0001642,0.0000231,0.0001642,0.0001201,0.0001736
0.0001924,0.0000181,0.0000147,0.0002002,0.0000422,0.0001166,0.0000517,0.0000539,0.0001015,0.0001768,0.0001280,0.0001783,0.0001678,0.0000580,0.0002777,0.0001194,0.0000180,0.0001502,0.0001462,0.0000404,0.0001340,0.0001532,0.0001081,0.0001706,0.0001642,0.0005617,0.0001034,0.0005617,0.0001635,0.0001839
-0.0000012,-0.0000384,-0.0000173,0.0000570,0.0000029,0.0000315,-0.0000063,0.0000153,-0.0000100,0.0000173,0.0000220,0.0000434,-0.0000158,0.0000433,0.0001236,0.0000516,0.0000163,0.0000112,0.0000241,0.0000193,0.0000728,0.0000427,0.0000756,0.0000077,0.0000231,0.0001034,0.0005329,0.0001034,0.0000679,0.0000510
0.0001924,0.0000181,0.0000147,0.0002002,0.0000422,0.0001166,0.0000517,0.0000539,0.0001015,0.0001768,0.0001280,0.0001783,0.0001678,0.0000580,0.0002777,0.0001194,0.0000180,0.0001502,0.0001462,0.0000404,0.0001340,0.0001532,0.0001081,0.0001706,0.0001642,0.0005617,0.0001034,0.0005617,0.0001635,0.0001839
-0.0000333,-0.0000557,0.0000629,0.0001955,0.0001181,0.0001416,0.0000080,0.0000772,0.0000946,0.0001027,0.0001329,0.0001579,0.0001970,0.0001687,0.0001945,0.0000387,0.0000133,0.0000929,0.0000618,0.0000582,0.0001495,0.0000930,0.0000828,0.0001399,0.0001201,0.0001635,0.0000679,0.0001635,0.0013939,0.0002224
0.0002165,0.0000292,0.0001218,0.0001482,0.0000391,0.0001002,0.0000685,0.0000793,0.0001493,0.0001786,0.0001168,0.0002457,0.0002177,0.0001755,0.0003366,0.0000573,-0.0000006,0.0001248,0.0001107,0.0001087,0.0006743,0.0001368,0.0001151,0.0001647,0.0001736,0.0001839,0.0000510,0.0001839,0.0002224,0.0013649
